order_id,order_date,category,product,quantity,unit_price,revenue,region,channel
365,2024-06-01,Home & Garden,Blender,4,71.3,285.2,APAC,Store
366,2023-04-10,Clothing,Sneakers,3,114.99,344.97,AMER,Online
367,2023-08-26,Electronics,Smartwatch,1,1025.64,1025.64,APAC,Online
368,2024-05-27,Sports,Water Bottle,4,58.97,235.88,APAC,Online
369,2023-10-12,Books,Python Cookbook,3,34.88,104.64,EMEA,Store
370,2023-09-23,Books,SQL for Analytics,1,59.74,59.74,AMER,Store
371,2023-11-21,Books,SQL for Analytics,4,13.34,53.36,EMEA,Online
372,2024-06-20,Sports,Water Bottle,3,24.74,74.22,EMEA,Store
373,2023-02-03,Home & Garden,Cushion,4,76.58,306.32,APAC,Partner
374,2023-08-23,Sports,Water Bottle,5,236.71,1183.55,AMER,Store
375,2023-07-10,Electronics,Camera,2,965.04,1930.08,AMER,Store
376,2023-07-22,Sports,Water Bottle,4,288.57,1154.28,AMER,Store
377,2024-02-07,Sports,Bike Helmet,1,156.67,156.67,AMER,Store
378,2023-03-13,Home & Garden,Blender,2,114.33,228.66,AMER,Online
379,2024-05-04,Clothing,Sneakers,2,153.24,306.48,APAC,Online
380,2023-03-26,Home & Garden,Coffee Maker,5,143.85,719.25,EMEA,Online
381,2024-04-27,Clothing,Jeans,1,112.94,112.94,APAC,Partner
382,2023-07-15,Electronics,Smartwatch,4,304.01,1216.04,APAC,Store
383,2023-06-18,Books,Python Cookbook,2,23.67,47.34,AMER,Online
384,2023-02-08,Sports,Running Shoes,1,214.46,214.46,AMER,Store
385,2024-03-21,Clothing,Sneakers,1,153.38,153.38,EMEA,Store
386,2023-07-17,Home & Garden,Cushion,2,43.71,87.42,EMEA,Online
387,2023-05-12,Clothing,Jacket,4,87.53,350.12,APAC,Partner
388,2023-03-13,Electronics,Headphones,2,445.57,891.14,EMEA,Store
389,2023-05-10,Sports,Dumbbells,5,117.09,585.45,AMER,Partner
390,2023-12-18,Electronics,Camera,4,772.0,3088.0,EMEA,Partner
391,2024-05-01,Sports,Bike Helmet,3,187.92,563.76,APAC,Partner
392,2023-02-14,Home & Garden,Candle,4,74.53,298.12,APAC,Online
393,2023-08-11,Home & Garden,Plant Pot,3,79.2,237.6,AMER,Store
394,2023-03-01,Sports,Running Shoes,5,252.62,1263.1,APAC,Online
395,2024-06-28,Electronics,Smartwatch,4,1279.36,5117.44,APAC,Partner
396,2023-08-08,Electronics,Camera,1,505.8,505.8,APAC,Online
397,2023-07-08,Books,Clean Code,3,56.94,170.82,APAC,Store
398,2023-04-17,Sports,Dumbbells,2,59.24,118.48,APAC,Online
399,2024-04-01,Sports,Bike Helmet,1,126.84,126.84,EMEA,Partner
400,2024-03-20,Sports,Yoga Mat,2,60.88,121.76,APAC,Online
401,2024-01-06,Books,The Pragmatic Programmer,2,17.0,34.0,APAC,Partner
402,2024-06-11,Home & Garden,Blender,2,48.67,97.34,AMER,Online
403,2023-05-19,Electronics,Tablet,4,677.15,2708.6,APAC,Partner
404,2024-04-01,Sports,Water Bottle,4,119.71,478.84,APAC,Online
405,2024-06-27,Sports,Yoga Mat,2,175.64,351.28,APAC,Online
406,2024-03-19,Clothing,Jeans,4,111.0,444.0,APAC,Online
407,2023-07-23,Electronics,Headphones,1,1133.26,1133.26,EMEA,Online
408,2023-09-20,Electronics,Laptop,3,644.57,1933.71,APAC,Partner
409,2024-06-21,Home & Garden,Candle,1,106.66,106.66,EMEA,Store
410,2023-05-15,Sports,Running Shoes,1,277.77,277.77,APAC,Partner
411,2023-09-14,Electronics,Smartwatch,3,191.79,575.37,EMEA,Online
412,2023-06-08,Electronics,Laptop,2,722.55,1445.1,EMEA,Partner
413,2023-05-26,Clothing,Hat,4,163.5,654.0,AMER,Online
414,2024-05-31,Electronics,Headphones,1,245.81,245.81,AMER,Store
415,2023-08-07,Books,Data Engineering,4,52.33,209.32,EMEA,Online
416,2024-03-04,Electronics,Laptop,3,976.91,2930.73,EMEA,Online
417,2024-04-09,Clothing,Hat,2,172.43,344.86,EMEA,Online
418,2023-06-17,Home & Garden,Coffee Maker,3,131.44,394.32,EMEA,Store
419,2024-03-03,Home & Garden,Candle,1,27.96,27.96,EMEA,Partner
420,2024-04-24,Electronics,Smartwatch,1,689.77,689.77,EMEA,Store
421,2024-02-14,Books,Clean Code,1,51.03,51.03,AMER,Online
422,2023-10-03,Home & Garden,Coffee Maker,2,43.37,86.74,APAC,Store
423,2024-03-06,Home & Garden,Plant Pot,5,65.31,326.55,APAC,Partner
424,2024-01-06,Sports,Dumbbells,2,223.59,447.18,EMEA,Store
425,2024-06-09,Sports,Yoga Mat,3,240.62,721.86,EMEA,Partner
426,2023-07-12,Books,The Pragmatic Programmer,2,59.21,118.42,AMER,Store
427,2023-02-21,Sports,Running Shoes,2,296.12,592.24,AMER,Store
428,2024-03-06,Sports,Bike Helmet,3,92.37,277.11,AMER,Store
429,2023-06-14,Sports,Bike Helmet,4,266.22,1064.88,EMEA,Partner
430,2023-12-27,Clothing,Jeans,2,127.18,254.36,APAC,Partner
431,2024-01-25,Books,Python Cookbook,5,21.01,105.05,EMEA,Store
432,2023-07-10,Sports,Running Shoes,3,26.01,78.03,APAC,Partner
433,2024-05-31,Sports,Yoga Mat,3,124.97,374.91,APAC,Online
434,2024-04-19,Clothing,Sneakers,3,62.66,187.98,EMEA,Partner
435,2023-10-18,Sports,Bike Helmet,3,72.62,217.86,AMER,Partner
436,2023-01-15,Sports,Dumbbells,3,76.92,230.76,AMER,Partner
437,2024-02-11,Home & Garden,Candle,2,98.98,197.96,APAC,Store
438,2023-12-17,Electronics,Tablet,1,701.82,701.82,EMEA,Online
439,2023-07-11,Electronics,Camera,1,1227.04,1227.04,APAC,Store
440,2024-05-08,Electronics,Laptop,1,1459.9,1459.9,APAC,Partner
441,2023-04-26,Books,Data Engineering,2,18.46,36.92,EMEA,Online
442,2024-06-25,Electronics,Laptop,1,153.39,153.39,EMEA,Online
443,2023-11-14,Electronics,Laptop,4,1249.52,4998.08,EMEA,Partner
444,2023-12-16,Electronics,Smartwatch,2,1329.15,2658.3,AMER,Store
445,2023-07-09,Books,Clean Code,4,32.37,129.48,EMEA,Store
446,2023-05-23,Electronics,Laptop,4,1205.03,4820.12,AMER,Online
447,2023-06-30,Sports,Dumbbells,4,254.2,1016.8,APAC,Partner
448,2024-02-23,Sports,Bike Helmet,5,32.55,162.75,EMEA,Online
449,2024-05-12,Sports,Dumbbells,4,209.78,839.12,EMEA,Online
450,2023-10-31,Books,SQL for Analytics,2,24.49,48.98,EMEA,Store
451,2023-03-15,Home & Garden,Candle,5,97.3,486.5,EMEA,Partner
452,2023-02-10,Sports,Water Bottle,4,207.95,831.8,APAC,Store
453,2023-05-02,Electronics,Tablet,5,175.73,878.65,EMEA,Store
454,2024-03-29,Books,Clean Code,5,21.85,109.25,AMER,Store
455,2023-10-01,Electronics,Smartwatch,3,735.21,2205.63,EMEA,Store
456,2023-10-17,Sports,Bike Helmet,5,152.63,763.15,AMER,Store
457,2023-10-10,Books,Clean Code,3,13.59,40.77,APAC,Store
458,2023-09-14,Home & Garden,Cushion,3,79.09,237.27,APAC,Partner
459,2023-04-29,Home & Garden,Plant Pot,3,35.32,105.96,EMEA,Online
460,2024-02-25,Home & Garden,Coffee Maker,2,70.47,140.94,AMER,Partner
461,2023-03-26,Sports,Yoga Mat,5,175.3,876.5,EMEA,Partner
462,2023-06-28,Books,Python Cookbook,1,41.33,41.33,AMER,Store
463,2023-05-07,Clothing,Jacket,1,155.53,155.53,EMEA,Partner
464,2024-04-09,Books,SQL for Analytics,3,47.8,143.4,AMER,Partner
465,2023-05-17,Books,Data Engineering,2,24.34,48.68,APAC,Online
466,2024-06-25,Sports,Running Shoes,1,298.12,298.12,EMEA,Store
467,2024-05-25,Clothing,Sneakers,3,174.09,522.27,EMEA,Online
468,2023-06-15,Clothing,Jacket,2,169.07,338.14,APAC,Store
469,2024-05-10,Clothing,Hat,5,197.23,986.15,AMER,Partner
470,2023-10-27,Books,Data Engineering,4,26.04,104.16,EMEA,Store
471,2023-08-12,Electronics,Tablet,3,973.17,2919.51,APAC,Partner
472,2023-03-11,Books,Data Engineering,3,26.53,79.59,AMER,Online
473,2023-05-05,Home & Garden,Cushion,1,72.48,72.48,EMEA,Partner
474,2023-06-23,Books,SQL for Analytics,5,11.06,55.3,EMEA,Online
475,2023-02-05,Clothing,Sneakers,4,65.88,263.52,EMEA,Online
476,2024-04-09,Books,SQL for Analytics,1,11.09,11.09,EMEA,Online
477,2023-08-31,Home & Garden,Candle,4,72.26,289.04,AMER,Online
478,2023-01-07,Home & Garden,Cushion,1,135.03,135.03,AMER,Online
479,2023-03-24,Home & Garden,Cushion,4,86.93,347.72,APAC,Online
480,2023-11-24,Books,Clean Code,1,46.24,46.24,APAC,Partner
481,2023-09-19,Books,SQL for Analytics,5,25.01,125.05,APAC,Store
482,2023-07-12,Sports,Dumbbells,1,23.33,23.33,AMER,Partner
483,2023-12-19,Clothing,T-Shirt,3,96.25,288.75,EMEA,Store
484,2024-01-25,Sports,Water Bottle,2,245.05,490.1,EMEA,Online
485,2023-05-15,Books,SQL for Analytics,4,40.17,160.68,EMEA,Online
486,2023-08-15,Books,Data Engineering,1,32.74,32.74,EMEA,Online
487,2023-04-21,Electronics,Camera,3,1392.25,4176.75,AMER,Partner
488,2024-06-04,Home & Garden,Coffee Maker,3,139.49,418.47,AMER,Online
489,2024-05-10,Books,Clean Code,1,58.51,58.51,EMEA,Partner
490,2024-04-09,Electronics,Tablet,1,163.33,163.33,EMEA,Store
491,2023-11-09,Books,Clean Code,4,30.86,123.44,AMER,Online
492,2024-02-04,Sports,Water Bottle,4,31.76,127.04,EMEA,Partner
493,2023-06-20,Home & Garden,Plant Pot,3,81.38,244.14,APAC,Partner
494,2023-04-06,Electronics,Smartwatch,5,585.03,2925.15,AMER,Online
495,2024-02-06,Sports,Running Shoes,3,283.34,850.02,EMEA,Online
496,2024-04-10,Books,The Pragmatic Programmer,1,28.91,28.91,APAC,Online
497,2023-05-22,Home & Garden,Candle,1,139.73,139.73,EMEA,Partner
498,2023-02-18,Sports,Bike Helmet,3,53.67,161.01,APAC,Partner
499,2023-09-17,Books,Data Engineering,3,13.56,40.68,APAC,Partner
500,2024-04-07,Electronics,Headphones,1,535.82,535.82,APAC,Store
